domain,primary_email,email_2,email_3,all_emails,email_source_url,pages_checked,source,status,niche,confidence,review_flag,review_reason,contact_form,contact_form_url,wayback_snapshot_date,date_scraped
zoobranza.com.pl,,,,,,0,blocked:zoo,skipped_irrelevant,Zoo / Wildlife,,,,,,,23/06/2026
edukuj.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
zxu.pl,kontakt@ivall.pl,,,kontakt@ivall.pl,https://zxu.pl,12,scraper,needs_manual_check,Technology,medium,yes,domain_mismatch,Yes,https://zxu.pl/steam/jak-duzo-zaoszczedzic-na-steamie-argentynskie-konto-i-jak-je-zalozyc,,23/06/2026
futbolnews.pl,redakcja@futbolnews.pl,,,redakcja@futbolnews.pl,https://futbolnews.pl,12,scraper,verified,Sports,high,,,,,,23/06/2026
bydgoszcz.com,sekretariat@bydgoszcz.com,info@protomodel3d.com,kontakt@miedzybulkami.pl,sekretariat@bydgoszcz.com | info@protomodel3d.com | kontakt@miedzybulkami.pl | biuro@kancelariaalfa.pl | biuro@pro-stone.pl | kontakt@fancywall.pl | biuro@sthcosmetics.pl,https://bydgoszcz.com,12,scraper,verified,Entertainment,high,,,,,,23/06/2026
informator-stolicy.pl,redakcja@informator-stolicy.pl,,,redakcja@informator-stolicy.pl,https://informator-stolicy.pl,12,scraper,verified,News / Media,high,,,,,,23/06/2026
kominki.org,redakcja@swiatkominkow.pl,,,redakcja@swiatkominkow.pl,https://kominki.org,12,scraper,needs_manual_check,Lifestyle,medium,yes,domain_mismatch,,,,23/06/2026
tek.info.pl,joannaczarnecka@tek.info.pl,lukaszjaeszke@tek.info.pl,monikabrokking@tek.info.pl,joannaczarnecka@tek.info.pl | lukaszjaeszke@tek.info.pl | monikabrokking@tek.info.pl,https://tek.info.pl,12,scraper,verified,Technology,high,,,,,,23/06/2026
polskihokej.eu,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
swiatkoni.pl,redakcja@swiatkoni.pl,,,redakcja@swiatkoni.pl,https://swiatkoni.pl/contact,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
oczamimaluszka.pl,kontakt@oczamimaluszka.pl,,,kontakt@oczamimaluszka.pl,https://oczamimaluszka.pl,12,scraper,verified,Lifestyle,high,,,,,,23/06/2026
zszywka.pl,,,,,,12,smtp_catchall,no_email_found,,low,yes,unclassified_niche; smtp_catchall,,,,23/06/2026
lodzki.info,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
example.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
super.fm,radio@super.fm,,,radio@super.fm,https://super.fm,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
nowytarg24.tv,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
pieknesny.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
strazacki.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,Yes,https://strazacki.pl/contact,,23/06/2026
miastokolobrzeg.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
mojogrodek.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
profitechnika.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,Yes,https://profitechnika.pl,,23/06/2026
sztuka-krajobrazu.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
radiofama.com.pl,informacja@radiofama.com.pl,,,informacja@radiofama.com.pl,https://radiofama.com.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
dlaprodukcji.pl,dok@elamed.pl,iodo@elamed.pl,dlaprodukcji@elamed.pl,dok@elamed.pl | iodo@elamed.pl | dlaprodukcji@elamed.pl,https://dlaprodukcji.pl,12,scraper,needs_manual_check,Technology,medium,yes,domain_mismatch,Yes,https://dlaprodukcji.pl,,23/06/2026
dkl24.pl,,,,,,12,,no_email_found,Entertainment,,yes,no_email_found,,,,23/06/2026
iswinoujscie.pl,,,,,,0,blocked:hotel,skipped_irrelevant,Hotels / Accommodation,,,,,,,23/06/2026
opowiecie.info,,,,,,12,,no_email_found,Entertainment,,yes,no_email_found,,,,23/06/2026
goleszow.com.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
planetagracza.pl,kontakt@planetagracza.pl,,,kontakt@planetagracza.pl,https://planetagracza.pl,12,scraper,verified,Blog / Content Site,high,,,,,,23/06/2026
tygodnikbydgoski.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
poukladana.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
zus.info.pl,cot@zus.pl,,,cot@zus.pl,https://zus.info.pl,12,scraper,needs_manual_check,General / Other,medium,yes,unclassified_niche; domain_mismatch,,,,23/06/2026
radiogorzow.pl,,,,,,12,smtp_catchall,no_email_found,General / Other,low,yes,unclassified_niche; smtp_catchall,,,,23/06/2026
special-ops.pl,,,,,,12,smtp_catchall,no_email_found,Blog / Content Site,low,yes,smtp_catchall,,,,23/06/2026
nieznanahistoria.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
busko.com.pl,info@rezydencja-elzbiecin.pl,info@basenymineralne.pl,azprojektybusko@interia.pl,info@rezydencja-elzbiecin.pl | info@basenymineralne.pl | azprojektybusko@interia.pl | adam-wolanski@wp.pl | centrumzdrowia@basenymineralne.pl | taxibuskozdroj@gmail.com | biuro@mpelczar.pl | kwarc.beton@gmail.com | blackline@o2.pl | motyllukasz@interia.pl | kontakt@oczywisty.pl,https://busko.com.pl,12,scraper,needs_manual_check,Technology,medium,yes,domain_mismatch,,,,23/06/2026
przemekjurek.pl,kontakt@przemekjurek.pl,,,kontakt@przemekjurek.pl,https://przemekjurek.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,Yes,https://przemekjurek.pl,,23/06/2026
carforfriend.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
zyciorysy.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
forum-budowlane.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
literka.pl,bok@forum-media.pl,,,bok@forum-media.pl,https://literka.pl,12,scraper,needs_manual_check,Blog / Content Site,medium,yes,domain_mismatch,Yes,https://literka.pl,,23/06/2026
edubaza.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
gastrowiedza.pl,redakcja@gastrowiedza.pl,,,redakcja@gastrowiedza.pl,https://gastrowiedza.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,Yes,https://gastrowiedza.pl/contact,,23/06/2026
najlepszy-ranking.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
kozaczek.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
news.edubaza.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
portaltatrzanski.pl,,,,,,12,smtp_catchall,no_email_found,,low,yes,unclassified_niche; smtp_catchall,,,,23/06/2026
e-kg.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
ovufriend.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
lazienkowy.pl,info@ferro.pl,,,info@ferro.pl,https://www.lazienkowy.pl/5750-2-5-lazienka-jak-z-orient-expressu.html,12,scraper,needs_manual_check,,medium,yes,unclassified_niche; domain_mismatch,,,,23/06/2026
petronews.pl,,,,,,13,,no_email_found,Technology,,yes,no_email_found,,,2013-10-10,23/06/2026
banki.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
faktyoswiecim.pl,redakcja@faktyoswiecim.pl,,,redakcja@faktyoswiecim.pl,https://faktyoswiecim.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
sluzbazdrowia.com.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
cbdremedium.pl,,,,,,0,blocked:cbd,skipped_irrelevant,Cannabis / Dispensary,,,,,,,23/06/2026
fajnepodroze.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
facetpo40.pl,,,,,,12,,no_email_found,Entertainment,,yes,no_email_found,,,,23/06/2026
krus.info.pl,kontakt@krus.info.pl,,,kontakt@krus.info.pl,https://krus.info.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
kk24.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
poznajdealera.pl,kontakt@poznajdealera.pl,,,kontakt@poznajdealera.pl,https://poznajdealera.pl,12,scraper,verified,Entertainment,high,,,,,,23/06/2026
iszczecinek.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
zeberka.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
hispanico.pl,,,,,,12,,no_email_found,Entertainment,,yes,no_email_found,,,,23/06/2026
gra.fm,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
cowsierscipiszczy.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
temat.net,,,,,,12,smtp_catchall,no_email_found,,low,yes,unclassified_niche; smtp_catchall,,,,23/06/2026
strefasmyka.com,sklep@strefasmyka.com,,,sklep@strefasmyka.com,https://strefasmyka.com,12,scraper,verified,Blog / Content Site,high,,,,,,23/06/2026
mobimaniak.pl,,,,,,12,,no_email_found,Entertainment,,yes,no_email_found,,,,23/06/2026
przeglad.olkuski.pl,biuro@przeglad.olkuski.pl,redakcja@przeglad.olkuski.pl,,biuro@przeglad.olkuski.pl | redakcja@przeglad.olkuski.pl,https://przeglad.olkuski.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
lakiernictwo.net,ado@goldman.pl,,,ado@goldman.pl,https://lakiernictwo.net,12,scraper,needs_manual_check,Technology,medium,yes,domain_mismatch,,,,23/06/2026
warzywa.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,Yes,https://warzywa.pl,,23/06/2026
wrozka.com.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
remiza.com.pl,,,,,,12,smtp_catchall,no_email_found,Technology,low,yes,smtp_catchall,,,,23/06/2026
ogrzewnictwo.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
radiopark.fm,,,,,,12,,no_email_found,Entertainment,,yes,no_email_found,,,,23/06/2026
chojnice24.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
dachy.info.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
zawodowa.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
szef-kuchni.com.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
kierunekspozywczy.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
swiatdronow.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,Yes,https://swiatdronow.pl,,23/06/2026
justfood.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
chiclifestyle.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
bajkochlonka.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
bookini.pl,,,,,,9,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
fachowyelektryk.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
enowiny.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
lifeinkrakow.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
